nflweek,rotat,date,kickoff,side,opp,awayhome
15,Panthers15,12/15/2024,13:00:00,Panthers,Cowboys,home
15,Browns15,12/15/2024,13:00:00,Browns,Chiefs,home
15,Texans15,12/15/2024,13:00:00,Texans,Dolphins,home
15,Jaguars15,12/15/2024,13:00:00,Jaguars,Jets,home
15,Saints15,12/15/2024,13:00:00,Saints,Commanders,home
15,Giants15,12/15/2024,13:00:00,Giants,Ravens,home
15,Titans15,12/15/2024,13:00:00,Titans,Bengals,home
15,Cowboys15,12/15/2024,13:00:00,Cowboys,Panthers,away
15,Chiefs15,12/15/2024,13:00:00,Chiefs,Browns,away
15,Dolphins15,12/15/2024,13:00:00,Dolphins,Texans,away
15,Jets15,12/15/2024,13:00:00,Jets,Jaguars,away
15,Commanders15,12/15/2024,13:00:00,Commanders,Saints,away
15,Ravens15,12/15/2024,13:00:00,Ravens,Giants,away
15,Bengals15,12/15/2024,13:00:00,Bengals,Titans,away
15,Cardinals15,12/15/2024,16:25:00,Cardinals,Patriots,home
15,Broncos15,12/15/2024,16:25:00,Broncos,Colts,home
15,Lions15,12/15/2024,16:25:00,Lions,Bills,home
15,Chargers15,12/15/2024,16:25:00,Chargers,Buccaneers,home
15,Eagles15,12/15/2024,16:25:00,Eagles,Steelers,home
15,Patriots15,12/15/2024,16:25:00,Patriots,Cardinals,away
15,Colts15,12/15/2024,16:25:00,Colts,Broncos,away
15,Bills15,12/15/2024,16:25:00,Bills,Lions,away
15,Buccaneers15,12/15/2024,16:25:00,Buccaneers,Chargers,away
15,Steelers15,12/15/2024,16:25:00,Steelers,Eagles,away
15,Seahawks15,12/15/2024,20:20:00,Seahawks,Packers,home
15,Packers15,12/15/2024,20:20:00,Packers,Seahawks,away
15,Vikings15,12/16/2024,20:00:00,Vikings,Bears,home
15,Bears15,12/16/2024,20:00:00,Bears,Vikings,away
15,Raiders15,12/16/2024,20:30:00,Raiders,Falcons,home
15,Falcons15,12/16/2024,20:30:00,Falcons,Raiders,away
16,Bengals16,12/22/2024,16:25:00,Bengals,Browns,home
16,Browns16,12/22/2024,16:25:00,Browns,Bengals,away
16,Chiefs16,12/21/2024,13:00:00,Chiefs,Texans,home
16,Texans16,12/21/2024,13:00:00,Texans,Chiefs,away
16,Ravens16,12/21/2024,16:30:00,Ravens,Steelers,home
16,Steelers16,12/21/2024,16:30:00,Steelers,Ravens,away
16,Falcons16,12/22/2024,13:00:00,Falcons,Giants,home
16,Bills16,12/22/2024,13:00:00,Bills,Patriots,home
16,Panthers16,12/22/2024,13:00:00,Panthers,Cardinals,home
16,Bears16,12/22/2024,13:00:00,Bears,Lions,home
16,Colts16,12/22/2024,13:00:00,Colts,Titans,home
16,Jets16,12/22/2024,13:00:00,Jets,Rams,home
16,Commanders16,12/22/2024,13:00:00,Commanders,Eagles,home
16,Giants16,12/22/2024,13:00:00,Giants,Falcons,away
16,Patriots16,12/22/2024,13:00:00,Patriots,Bills,away
16,Cardinals16,12/22/2024,13:00:00,Cardinals,Panthers,away
16,Lions16,12/22/2024,13:00:00,Lions,Bears,away
16,Titans16,12/22/2024,13:00:00,Titans,Colts,away
16,Rams16,12/22/2024,13:00:00,Rams,Jets,away
16,Eagles16,12/22/2024,13:00:00,Eagles,Commanders,away
16,Chargers16,12/19/2024,20:15:00,Chargers,Broncos,home
16,Seahawks16,12/22/2024,16:05:00,Seahawks,Vikings,home
16,Broncos16,12/19/2024,20:15:00,Broncos,Chargers,away
16,Vikings16,12/22/2024,16:05:00,Vikings,Seahawks,away
16,Raiders16,12/22/2024,16:25:00,Raiders,Jaguars,home
16,Dolphins16,12/22/2024,16:25:00,Dolphins,49ers,home
16,Jaguars16,12/22/2024,16:25:00,Jaguars,Raiders,away
16,49ers16,12/22/2024,16:25:00,49ers,Dolphins,away
16,Cowboys16,12/22/2024,20:20:00,Cowboys,Buccaneers,home
16,Buccaneers16,12/22/2024,20:20:00,Buccaneers,Cowboys,away
16,Packers16,12/23/2024,20:15:00,Packers,Saints,home
16,Saints16,12/23/2024,20:15:00,Saints,Packers,away
17,Steelers17,12/25/2024,13:00:00,Steelers,Chiefs,home
17,Chiefs17,12/25/2024,13:00:00,Chiefs,Steelers,away
17,Texans17,12/25/2024,16:30:00,Texans,Ravens,home
17,Ravens17,12/25/2024,16:30:00,Ravens,Texans,away
17,Bears17,12/26/2024,20:15:00,Bears,Seahawks,home
17,Seahawks17,12/26/2024,20:15:00,Seahawks,Bears,away
17,Bengals17,12/27/2024,19:00:00,Bengals,Broncos,home
17,Rams17,12/27/2024,19:00:00,Rams,Cardinals,home
17,Patriots17,12/27/2024,19:00:00,Patriots,Chargers,home
17,Giants17,12/27/2024,19:00:00,Giants,Colts,home
17,Commanders17,12/27/2024,19:00:00,Commanders,Falcons,home
17,Broncos17,12/27/2024,19:00:00,Broncos,Bengals,away
17,Cardinals17,12/27/2024,19:00:00,Cardinals,Rams,away
17,Chargers17,12/27/2024,19:00:00,Chargers,Patriots,away
17,Colts17,12/27/2024,19:00:00,Colts,Giants,away
17,Falcons17,12/27/2024,19:00:00,Falcons,Commanders,away
17,Bills17,12/29/2024,13:00:00,Bills,Jets,home
17,Jaguars17,12/29/2024,13:00:00,Jaguars,Titans,home
17,Vikings17,12/29/2024,13:00:00,Vikings,Packers,home
17,Saints17,12/29/2024,13:00:00,Saints,Raiders,home
17,Buccaneers17,12/29/2024,13:00:00,Buccaneers,Panthers,home
17,Jets17,12/29/2024,13:00:00,Jets,Bills,away
17,Titans17,12/29/2024,13:00:00,Titans,Jaguars,away
17,Packers17,12/29/2024,13:00:00,Packers,Vikings,away
17,Raiders17,12/29/2024,13:00:00,Raiders,Saints,away
17,Panthers17,12/29/2024,13:00:00,Panthers,Buccaneers,away
17,Eagles17,12/29/2024,16:25:00,Eagles,Cowboys,home
17,Cowboys17,12/29/2024,16:25:00,Cowboys,Eagles,away
17,Browns17,12/29/2024,20:20:00,Browns,Dolphins,home
17,Dolphins17,12/29/2024,20:20:00,Dolphins,Browns,away
17,49ers17,12/30/2024,20:15:00,49ers,Lions,home
17,Lions17,12/30/2024,20:15:00,Lions,49ers,away
18,Cardinals18,1/3/2025,19:00:00,Cardinals,49ers,home
18,Falcons18,1/3/2025,19:00:00,Falcons,Panthers,home
18,Ravens18,1/3/2025,19:00:00,Ravens,Browns,home
18,Cowboys18,1/3/2025,19:00:00,Cowboys,Commanders,home
18,Broncos18,1/3/2025,19:00:00,Broncos,Chiefs,home
18,Lions18,1/3/2025,19:00:00,Lions,Vikings,home
18,Packers18,1/3/2025,19:00:00,Packers,Bears,home
18,Colts18,1/3/2025,19:00:00,Colts,Jaguars,home
18,Rams18,1/3/2025,19:00:00,Rams,Seahawks,home
18,Raiders18,1/3/2025,19:00:00,Raiders,Chargers,home
18,Patriots18,1/3/2025,19:00:00,Patriots,Bills,home
18,Jets18,1/3/2025,19:00:00,Jets,Dolphins,home
18,Eagles18,1/3/2025,19:00:00,Eagles,Giants,home
18,Steelers18,1/3/2025,19:00:00,Steelers,Bengals,home
18,Buccaneers18,1/3/2025,19:00:00,Buccaneers,Saints,home
18,Titans18,1/3/2025,19:00:00,Titans,Texans,home
18,49ers18,1/3/2025,19:00:00,49ers,Cardinals,away
18,Panthers18,1/3/2025,19:00:00,Panthers,Falcons,away
18,Browns18,1/3/2025,19:00:00,Browns,Ravens,away
18,Commanders18,1/3/2025,19:00:00,Commanders,Cowboys,away
18,Chiefs18,1/3/2025,19:00:00,Chiefs,Broncos,away
18,Vikings18,1/3/2025,19:00:00,Vikings,Lions,away
18,Bears18,1/3/2025,19:00:00,Bears,Packers,away
18,Jaguars18,1/3/2025,19:00:00,Jaguars,Colts,away
18,Seahawks18,1/3/2025,19:00:00,Seahawks,Rams,away
18,Chargers18,1/3/2025,19:00:00,Chargers,Raiders,away
18,Bills18,1/3/2025,19:00:00,Bills,Patriots,away
18,Dolphins18,1/3/2025,19:00:00,Dolphins,Jets,away
18,Giants18,1/3/2025,19:00:00,Giants,Eagles,away
18,Bengals18,1/3/2025,19:00:00,Bengals,Steelers,away
18,Saints18,1/3/2025,19:00:00,Saints,Buccaneers,away
18,Texans18,1/3/2025,19:00:00,Texans,Titans,away
